gene,1054_0003_Control,1054_0004_Control,1054_0005_Control,1054_0006_Control,1054_0014_Control,1054_0020_Control,1054_0021_Control,1054_0022_Control,1054_0025_Control,1054_0027_Control,1054_0028_Control,1068_0002_Control,1068_0003_Control,1068_0004_Control,1068_0005_Control,1068_0012_Control,1068_0013_Control,1068_0018_Control,1068_0019_Control,1068_0020_Control,1068_0023_Control,1068_0024_Control,1068_0025_Control
ENSMUSG00000093904_Tomm20,121.28,133.89000000000001,138.60999999999999,147.18,123.99000000000001,111.24000000000001,139.05,141.7,147.28,117.36,147.68,142.13,185.04,159.57,154.33,161.26999999999998,135.14,112.55,144.23,112.45,136.84,131.09,128.92000000000002
ENSMUSG00000093930_Hmgcs1,78.73,41.28,59.8,38.51,41.02,47.120000000000005,34.98,37.58,40.44,37.790000000000006,50.51,32.06,36.87,47.08,29.4,36.86,36.92,18.75,34.53,32.09,30.59,35.25,41.94
ENSMUSG00000094002_Gm9866,44.08,24.22,40.86,24.36,22.01,8.709999999999999,18.68,31,22.25,43.06,23.66,32.660000000000004,11.629999999999999,16.17,22.82,25.8,24.979999999999997,18.2,29.130000000000003,22.1,19.77,30.03,26.19
ENSMUSG00000094114_Gm21967,5.51,7.89,6.1899999999999995,1.8800000000000001,10.229999999999999,10.93,3.6,4.57,12.54,1.52,9.82,1.53,0.36,1.6,0.7899999999999999,8.56,4.78,2.71,4.7,6.89,4.859999999999999,13.91,10.43
ENSMUSG00000094250_Gm4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094320_Gm13202,1.84,0,0,3.8299999999999996,0.97,0,0,1.82,0,3.2600000000000002,1.09,0.74,0.77,0.9500000000000001,1,2.8299999999999996,0,0,0,0,0,0,0
ENSMUSG00000094344_Gm11942,0,1.8,0,0,3.65,2.2800000000000002,0,0,1.8,0,0,0,0,0,2.9,0,0,0,0,1.49,4.75,0,3.02
ENSMUSG00000094372_Gm21839,12.92,15.729999999999999,14.03,9.639999999999999,7.31,11.02,16.22,5.59,15.99,17.939999999999998,9.76,11.75,7.55,12.6,8.229999999999999,12.2,14.79,26.25,7.23,13.229999999999999,10.58,9.05,11.51
ENSMUSG00000094392_Gm3788,0,87.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
ENSMUSG00000094441_Zfp955a,3.04,7.51,6.68,6.99,3,4.26,2.5,7.359999999999999,10.02,1.75,1.1500000000000001,7.85,8.96,10.15,14.69,5.22,5.6,14.94,17.71,9,4.819999999999999,8.56,12.860000000000001
ENSMUSG00000094483_Purb,26.04,23.939999999999998,19.459999999999997,18.610000000000003,16.54,28.7,19.459999999999997,17.68,23.05,18.82,22.49,12.729999999999999,15.870000000000001,14.55,21.05,17.830000000000002,16.979999999999997,25.810000000000002,22.59,25.89,15.739999999999998,19.24,19.12
ENSMUSG00000094500_Smim18,121.76,159.55,169.92000000000002,212.81,139.55,152.1,207.65,140.18,209.73999999999998,198.22,141.25,130,102.49000000000001,113.86,180.17,121.64,104.78,102.47,105.49000000000001,136.08,102.23,81.32,113.92
ENSMUSG00000094626_Cecr6,12.8,15.59,9.5,6.79,16.34,9.58,4.99,10.38,10.15,11.83,9.2,9.52,7.14,5.53,6.319999999999999,12.11,5.2700000000000005,11.38,6.83,6.56,7.02,11.77,8.88
ENSMUSG00000094724_Rnaset2b,48.660000000000004,43.48,30.77,50.8,41.02,53.91,46.94,47.2,40.14,58.43,53.260000000000005,82.74000000000001,97.94000000000001,121.91000000000001,79.91000000000001,145.20999999999998,104.54,87.67999999999999,99.86,89.76,96.61,54.309999999999995,73.23
ENSMUSG00000094840_Muc3a,2.7600000000000002,4.24,3.94,0.81,3.02,3.9699999999999998,0,3.57,1.09,2.4699999999999998,1.06,1.42,1.6400000000000001,1.55,1.1300000000000001,0,1.95,0.7799999999999999,1.03,2.3699999999999997,3.4299999999999997,2.61,0
ENSMUSG00000094870_Zfp131,11.41,12.26,7.22,13.219999999999999,7.819999999999999,19.41,11.03,7.37,8.58,7.56,7.44,7.609999999999999,9.219999999999999,9.29,10.41,10.27,7.42,11.33,11.07,10.82,12.34,11.78,6.819999999999999
ENSMUSG00000094910_D430019H16Rik,4.35,2.72,6.08,3.01,8.739999999999998,7.59,4.02,3.82,7.83,6.76,5.319999999999999,6.72,8.46,5.05,5.48,4.37,6.06,5.7700000000000005,6.18,10.02,8.08,7.1,10.229999999999999
ENSMUSG00000094955_Gm3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094958_3110021N24Rik,4.930000000000001,4.930000000000001,3.65,4.35,3.01,2.7,5.05,3.4699999999999998,4.56,1.82,1.73,5.26,7.470000000000001,3.9299999999999997,6.48,5.430000000000001,7.73,4.52,13.34,10.209999999999999,6.3,6.49,13.56
ENSMUSG00000094962_Gm21954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095041_NA,21.4,19.150000000000002,32.5,21.9,20.630000000000003,19.89,20.45,21.35,9.42,55.449999999999996,42.78,25.88,11.91,21.38,31.650000000000002,31.73,24.03,34.82,26.21,34.21,11.8,66.56,52.43
ENSMUSG00000095098_Ccdc85b,695.11,617.8599999999999,644.7700000000001,569.72,554.2900000000001,459.19,606.54,672.51,637.99,551.73,627.3199999999999,678.3,580.56,567.41,640.3399999999999,699.88,597.2800000000001,708.73,726.74,724.81,737.9499999999999,609.02,726.55
ENSMUSG00000095123_Gm21781,0.37,0.53,0.41000000000000003,0.62,1.6900000000000002,0.31,0.24000000000000002,0.04,0.24000000000000002,0.89,0.11,0.65,1.47,0.77,1.58,0.97,0.46,0,0.9400000000000001,2.34,0.45,0.9,0.7899999999999999
ENSMUSG00000095253_Zfp799,5.02,11.1,0.08,3.53,2.65,3,2.6,1.35,9.44,3.03,4.4,13.8,8.92,5.95,14.04,35.120000000000005,6.6,27.05,16.810000000000002,16.419999999999998,9.76,14.01,16.16
ENSMUSG00000095288_Gm7618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095362_Gm14325,34.06,40.87,38.14,57.949999999999996,21.939999999999998,27.88,65.21000000000001,40.46,54.77,33.82,34.87,48.86,24.39,41.63,60.77,66,51.13,17.49,36.790000000000006,35.260000000000005,41.5,45.720000000000006,39.83
ENSMUSG00000095432_Zfp748,0.05,0.28,1.82,1.11,0.54,3.32,0.19,1.07,0.1,0.5,4.83,3.17,0.54,0.07,0.26,9.57,3.22,1.6800000000000002,2.4099999999999997,1.44,0.52,0,0.88
ENSMUSG00000095478_Gm9824,4.5,2.13,3.32,5.109999999999999,2.68,4.55,3.06,2.2,1.62,1.57,0.99,0.56,3.58,2.46,1.99,2.57,2.9,2.51,3.3099999999999996,4.38,3.57,4.359999999999999,3.67
ENSMUSG00000095567_Noc2l,26.959999999999997,14.18,14.32,23.610000000000003,14.3,18.979999999999997,14.57,22.19,25.57,16.830000000000002,15.55,23.6,19.58,24.8,18.919999999999998,21.41,18.19,27.110000000000003,32.98,26.88,26.41,25.479999999999997,23.01
ENSMUSG00000095588_Gm12350,15.55,11.82,6.57,9.76,7.88,16.34,10.19,10.42,10.350000000000001,14.629999999999999,10.19,13.83,11.1,20.310000000000002,11.18,16.330000000000002,10.25,5.6,14.11,10.4,6.99,9.2,17.479999999999997
ENSMUSG00000095597_Gm6472,24.22,27.86,27.88,29.439999999999998,31.18,26.73,13.28,21.07,31.85,39.690000000000005,20.05,17.330000000000002,31.19,18.779999999999998,21.45,28.06,22.72,20.68,22,27.919999999999998,16.5,18.58,18.130000000000003
ENSMUSG00000095687_Rnaset2a,13.78,20.759999999999998,12.03,6.319999999999999,8.5,16.130000000000003,17.91,11.84,28.71,12.82,11.850000000000001,35.02,45.230000000000004,30.330000000000002,25.259999999999998,59.11,26.56,47.47,57.809999999999995,50.04,28.75,37.07,45.949999999999996
ENSMUSG00000095742_NA,38.25,36.42,6.659999999999999,12.139999999999999,30.57,6.39,50.04,26.279999999999998,25.19,20.130000000000003,28.54,43.09,10.83,15.42,19.62,29.69,23.23,16.25,12.239999999999998,16.49,19.23,25.479999999999997,50.260000000000005
ENSMUSG00000095762_Gm16378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095789_Nupr1l,10.850000000000001,3.88,13.78,2.8899999999999997,9.17,11.49,11.27,13.54,0,1.35,4.99,4.59,16.93,5.51,6.73,5.64,6.88,0,4.2700000000000005,7.05,12.860000000000001,23.08,1.87
ENSMUSG00000095913_Gm21844,1.57,1.94,1.73,0.53,1.52,0.65,3.82,0,3.63,1.09,0.5700000000000001,1.1500000000000001,3.11,1.8,0.43000000000000005,2.16,2.4699999999999998,4.67,2.17,2.14,1.3800000000000001,1.12,2.59
ENSMUSG00000095930_Nim1k,3.03,4.05,2.32,4.72,5.1499999999999995,5.46,7.55,3.71,10.11,7.79,6.6,8.58,8.81,10.75,8.97,4.6899999999999995,4.73,10.719999999999999,9.229999999999999,7.430000000000001,6.8,8.38,8.06
ENSMUSG00000096006_Gm21596,9.61,9,10.43,5.63,4.81,4.98,17,5.89,12.44,10.96,14.07,7.89,9.31,2.4699999999999998,6.81,3.03,5.819999999999999,6.659999999999999,8.77,7.34,7.42,7.6899999999999995,4.79
ENSMUSG00000096054_Syne1,17.4,17.7,19.279999999999998,17.47,17.55,21.56,13.42,9.370000000000001,16.75,17.459999999999997,12,16.37,18.9,13.51,21.36,19.89,17.21,16.56,20.37,21.85,17.77,21.73,14.62
ENSMUSG00000096141_Dnah7a,17.88,34.57,13.81,29.08,23.93,22.59,14.83,22.4,23.72,52.849999999999994,7.92,22.84,27.17,6.56,11.41,32.43,22.54,5.859999999999999,10.48,19.97,24.34,18.830000000000002,16.1
ENSMUSG00000096145_Vkorc1,87.73,54.01,95.91000000000001,57.17,93.16,64.6,95.28,95.64999999999999,110.61,63.61,73.86,84.36999999999999,65.34,102.11,58.89,65.61,88.25,89.77,77.27,75.97,101.83,79.21000000000001,85.71000000000001
ENSMUSG00000096146_Kcnj11,3.04,7.119999999999999,1.6400000000000001,0.8600000000000001,1.26,2.3499999999999996,3.06,5.7700000000000005,0.77,2.8899999999999997,6.51,1.32,1.57,0.44,2.69,1.09,0.7899999999999999,3.21,2.4,0.8300000000000001,1.8900000000000001,1.8800000000000001,4.42
ENSMUSG00000096188_Cmtm4,4.96,6.930000000000001,6.72,3.52,5.41,8.05,8.12,3.9899999999999998,4.51,6.7700000000000005,3.84,3.51,5.45,4.04,4.659999999999999,5,4.44,7.06,4.7700000000000005,5.22,5.54,7.970000000000001,5.5
ENSMUSG00000096199_Ptrhd1,6.41,8.59,9.139999999999999,12.29,11.82,8.05,9.69,6.14,7.74,10.239999999999998,8.5,8.239999999999998,7.6899999999999995,10.55,7.109999999999999,9.47,6.55,9.76,8.29,8.239999999999998,9.51,6.21,7.119999999999999
ENSMUSG00000096210_H1f0,31.47,29.1,23.06,26.37,27.66,25.18,30.959999999999997,21.22,17.74,14.360000000000001,42.97,24.7,20.95,32.78,20.67,12.8,26.84,2.4099999999999997,19.79,19.130000000000003,18.14,16.85,24.439999999999998
ENSMUSG00000096221_1500002C15Rik,21.610000000000003,23.279999999999998,20.279999999999998,17.130000000000003,31.23,32.61,24.89,18.32,22.650000000000002,25.68,27.110000000000003,21.79,27.77,23.39,16.630000000000003,19.08,22.24,14.48,23.84,20.37,20.09,23.39,25.39
ENSMUSG00000096255_Dynlt1b,38.220000000000006,86.2,34.64,36.86,42.160000000000004,57.24,48.120000000000005,27.95,40.3,36.82,35.02,32.21,48.83,35.52,38.120000000000005,57.48,47.220000000000006,25.630000000000003,20.439999999999998,28.56,21.09,50.9,34.25
ENSMUSG00000096351_Samd11,9.709999999999999,12.17,7.970000000000001,8.76,6.29,12.719999999999999,6.04,10.709999999999999,14.34,11.54,8.06,7.58,7.05,9.03,10.38,8.42,7.54,12.209999999999999,9.93,11.34,7.2,11.26,10.93
ENSMUSG00000096370_Gm21992,11.81,25.4,23.279999999999998,24.9,21.45,25.58,8.04,29.69,25.959999999999997,31.23,6.6899999999999995,7.1499999999999995,10.78,16.979999999999997,27.67,15.88,10.42,7.81,7.72,28.41,2.18,12.06,26.56
ENSMUSG00000096433_Zfp994,2.4,0.26,0.61,0.28,0.46,2.57,0.06,0.08,0.33999999999999997,0.7799999999999999,0.8500000000000001,1.61,0.07,0.41000000000000003,0.04,0.64,1.81,0.63,2.88,0.92,0.51,1.54,0.29000000000000004
ENSMUSG00000096472_Cdkn2d,188.17,188.78,194.60999999999999,190.60999999999999,190.72,172.59,188.04,230.7,150.49,209.23,132.63,230.54,179.99,152.91,173.1,139.3,162.03,190.96,166.4,136.25,155.65,153.23,185.32000000000002
ENSMUSG00000096617_Gm5559,1.1800000000000002,0,0.45,0.35,1.1,0,0,1.96,0,1.61,0,2.57,3.55,0.92,5.67,0,1.93,1.81,1.1,3.01,1.01,0,0
ENSMUSG00000096687_Mfsd4b4,0.59,0.81,1.96,1.95,1.6500000000000001,1.3900000000000001,0,2.32,1.31,1.83,2.56,0.51,5.6499999999999995,0.73,0.91,4.67,0.09,9.41,1.2,1.6900000000000002,1.09,2.18,0.18
ENSMUSG00000096740_Lbhd1,9.12,13.06,1.53,9.129999999999999,29.64,17.88,19.71,23.16,10.12,16.95,16.18,4.68,0.6799999999999999,9.51,19.279999999999998,5.659999999999999,3.29,12.77,10.12,1.6500000000000001,17.19,2.44,23.43
ENSMUSG00000096768_Erdr1,93.55,90.02,60.67,41.839999999999996,36.349999999999994,48.14,48.120000000000005,109.43,100.41000000000001,53.71,111.61,77.2,108.63,49.82,28.17,37.96,53.25,107.13,52.3,116.44000000000001,62.97,42.08,104.93
ENSMUSG00000096780_Tmem181b-ps,10.77,20.32,7.18,11.1,10.12,9.129999999999999,10.219999999999999,5.56,15.44,16.01,8.25,9.89,20.4,10.26,7.08,12.52,12.29,15.75,6.94,13.11,10.61,25.71,9.33
ENSMUSG00000096842_Gm10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096847_Tmem151b,5.470000000000001,6.23,5.83,4.05,3.64,8.44,6.5,7.17,8.44,5.83,3.6,4.4,4.76,3.8499999999999996,6.59,3.7600000000000002,4.67,4.13,4.6499999999999995,6.75,5.819999999999999,4.430000000000001,7.83
ENSMUSG00000096887_Gm20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096910_Zfp955b,5.9,11.18,4.09,7.7,13.31,5.44,4.55,3.52,8.209999999999999,5.91,9.43,6.81,11.67,12.370000000000001,13.48,15.34,14.5,4.87,17.21,15.39,11.02,12.12,10.78
ENSMUSG00000096914_Galntl6,0.32,5.81,6.930000000000001,2.09,0.16,0.63,1.42,0.5700000000000001,1.82,0.7,0.59,0.43000000000000005,1.41,0.12000000000000001,0.55,7.96,2.01,0.24000000000000002,0.8200000000000001,4.859999999999999,1.93,2.13,0.14
ENSMUSG00000096916_Zfp850,0.65,0.93,1.28,0.32999999999999996,2.46,0.48000000000000004,0.52,0.59,0.99,0.32,3.3899999999999997,0.62,0,0.26,0,1.26,0.49,0.53,0.29000000000000004,0.76,0.48000000000000004,0.11,0.36
ENSMUSG00000096919_Gm26775,1.98,3.02,1.46,0.33999999999999997,1.1,2.46,2.1,0.9,1.03,1.71,0.76,3.3899999999999997,2.75,4.06,3.51,5.22,2.25,0.19,3.07,2.08,2.12,1.6,1.56
ENSMUSG00000096923_A730071L15Rik,1.41,2.67,1.74,2.8899999999999997,2.3499999999999996,1.44,1.79,0.5700000000000001,1.79,0.52,1.61,1.92,2.07,4.95,6.1899999999999995,4.72,2.7600000000000002,4.37,9.93,5.76,5.05,7.41,7.18
ENSMUSG00000096929_A330023F24Rik,10.729999999999999,14.1,14.55,8.239999999999998,11.89,8.33,3.9699999999999998,9.709999999999999,11.06,11.18,5.72,9.9,7.319999999999999,7.58,7.45,5.46,5.57,7.6899999999999995,8.92,8.4,9.59,3.71,2.67
ENSMUSG00000096934_Gm26658,2.2800000000000002,3.07,1.6900000000000002,2.14,1.1400000000000001,2.2600000000000002,2.9099999999999997,3.53,1.09,1.27,1.97,6.02,3.9499999999999997,5.78,6.659999999999999,4.44,4.38,3.15,4.98,3.3499999999999996,4.78,5.48,7.78
ENSMUSG00000096935_1700113A16Rik,32.03,38.309999999999995,37.379999999999995,37.46,26.43,36.39,33.14,22.12,43.09,41.87,29.53,16.04,31.86,24.23,28.919999999999998,14,23.17,27.66,29.830000000000002,34.33,20.419999999999998,24.74,32.83
ENSMUSG00000096938_9530052E02Rik,1.9,0,0,0,0,0,0,0.8300000000000001,0,0,0,1.85,0,1.76,0.52,0,1.06,0.51,0.52,0,1.04,0,6.06
ENSMUSG00000096941_Gm26720,0,0,0,1.47,0.2,0,0.17,0,0,0,0.45,0,0.1,0.53,0.62,0,0.28,0,0.06,0.11,0,0.6,0
ENSMUSG00000096942_Rps19-ps6,4.88,7.06,15.209999999999999,6.03,5.25,9.29,14.01,1.33,4.430000000000001,10.9,6.29,3.46,8.05,2.88,10.06,11.28,4.23,8.82,5.13,9.850000000000001,10.450000000000001,8.229999999999999,7.75
ENSMUSG00000096943_Gm26721,6.6499999999999995,1.36,0.64,7.68,2.57,7.45,0.36,1.04,2.9499999999999997,8.450000000000001,4.56,4.1499999999999995,3.98,4.359999999999999,4.14,12.27,3.4099999999999997,2.8899999999999997,6.42,5.6,1.56,5.609999999999999,2.24
ENSMUSG00000096944_Gm26722,23.919999999999998,28.330000000000002,22.91,22.52,20.459999999999997,26.39,16.18,23.5,30.53,32.949999999999996,34.61,18.51,19.18,20.130000000000003,20.2,14.4,22.25,26.259999999999998,23.24,19.97,23.47,22.32,26.7
ENSMUSG00000096947_Gm26723,891.99,712.47,748.6700000000001,701.9499999999999,744.2,900.4399999999999,675.6800000000001,675.88,648.02,777.14,736.38,464.31,589.4399999999999,423.39,590.61,597.59,546.02,638.1,652.7,839.54,653.97,632.61,518.06
ENSMUSG00000096953_Gm26571,3.11,6.73,4,2.1,0,0,0.63,7.41,6.6899999999999995,6.5,14.82,14.09,10.42,11.82,1.6900000000000002,3.01,3.51,0.42000000000000004,5.17,7.24,18.12,6.33,0
ENSMUSG00000096968_Gm26620,6.45,6.38,3.3499999999999996,2.32,6.6899999999999995,6.28,6.109999999999999,4.09,4.6,6.470000000000001,0.42000000000000004,7.6499999999999995,8.04,8.58,4.42,11.15,8.6,9.39,6.73,12.33,12.69,10.59,8.68
ENSMUSG00000096969_4930535I16Rik,4.819999999999999,3.67,3.53,0,0,2.9299999999999997,1.9,5.68,0,0,5.1499999999999995,6.859999999999999,1.1600000000000001,9.57,1.26,7.109999999999999,7.9,3.8099999999999996,5.81,5.119999999999999,6.17,3.32,6.99
ENSMUSG00000096972_Gm26883,4.52,4.52,4.73,5.5,4.18,2.74,3.62,5.74,2.4,2.12,5.39,1.84,1.6300000000000001,1.1500000000000001,2.75,0.96,1.04,0.55,0.8500000000000001,1.1,2.4899999999999998,1.33,2.15
ENSMUSG00000096974_Gm26881,24.41,25.71,29.18,35.05,11.46,21.12,12.01,22.919999999999998,39.790000000000006,22.630000000000003,22.43,29.39,14.09,22.279999999999998,21.130000000000003,32.64,29.8,22.89,23.310000000000002,12.12,32.92,17.67,14.96
ENSMUSG00000096976_Gm26882,1.6600000000000001,2.36,2.9499999999999997,3.24,3.65,5,3.8,2.86,3.79,2.75,2.09,4.2,3.4899999999999998,3.66,3.56,4.29,4.21,1.83,3.03,2.98,2.16,3.54,4.53
ENSMUSG00000096981_Gm16845,2.3899999999999997,1.91,3.8699999999999997,1.51,0.91,0,3.72,3.66,2.09,0,3.77,2.3899999999999997,2.2800000000000002,0,1.73,2.36,2.84,0.93,3.5,1.41,6.1499999999999995,3.62,1.93
ENSMUSG00000096988_A930029G22Rik,0.59,0.97,3.4099999999999997,6.01,0,1.35,2.42,2.3899999999999997,1.22,0,5.37,2.14,0.46,4.2,3.27,5.68,2.79,0.74,3.82,6.1499999999999995,3.52,2.01,1.81
ENSMUSG00000096990_Gm26790,1.47,3.48,2.79,5.6899999999999995,7.14,0.14,0.27,7.5,1.97,3.15,0.48000000000000004,3.3099999999999996,8.53,4.109999999999999,0.45,0,1.34,6.14,1.6500000000000001,6.58,1.44,1.29,3.17
ENSMUSG00000096993_Gm26787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0
ENSMUSG00000096995_2810029C07Rik,6.54,5.609999999999999,7.26,11.09,8.81,7.109999999999999,3.8499999999999996,2.96,1.57,2.65,9.67,2.13,7.17,2.51,8.89,9.88,6.94,12.370000000000001,10.850000000000001,7.45,6.31,9.629999999999999,9.47
ENSMUSG00000096996_Gm26792,1.01,0.48000000000000004,0,0.09,0.08,0,3.11,0.23,0.18,0.09,0,0.13,0,1,0.22,0.15000000000000002,0.65,0.07,0.07,0.58,0.12000000000000001,1.55,0.07
ENSMUSG00000097000_Gm17435,4.04,0.93,0.9,0.5,8.450000000000001,6.119999999999999,4.68,1.8800000000000001,1.02,0,3.65,4.2,0.76,0.36,1.12,0.11,2.51,0.42000000000000004,1.71,6.09,1.1800000000000002,0.75,2.82
ENSMUSG00000097004_4731419I09Rik,0.08,0.24000000000000002,0.18,0.09,0,1.32,0,0.08,0.35,0.09,0,0.45,0.7799999999999999,0.12000000000000001,0.14,0.43000000000000005,0.06,0,0.51,0.07,0.23,0.19,0
ENSMUSG00000097006_9530082P21Rik,59.39,41.379999999999995,43.75,27.630000000000003,44.660000000000004,37.48,37.33,56.349999999999994,47.42,32.63,31.24,24.939999999999998,27.04,30.630000000000003,23.939999999999998,37.94,28.27,26.77,34.720000000000006,31.03,28.54,30.72,29.36
ENSMUSG00000097008_Gm26860,0,2.4499999999999997,1.1500000000000001,0.88,3.1,1.58,0.44,0.16,0.36,0.76,2.7600000000000002,2.7800000000000002,1.48,1.3900000000000001,2.96,0.3,1.94,8.75,1.35,2.06,1.6500000000000001,1.97,0.46
ENSMUSG00000097020_Gm26613,0,0,0,0.18,0,0,0,0,0,0,0,0.14,0,0,0,0,0.12000000000000001,0,0,0,0,0,0.16
ENSMUSG00000097022_BC001981,26.47,58.9,70.77,55.65,49.07,38.52,34.18,48.379999999999995,83.64,56.5,37.160000000000004,60.48,51.86,63.09,78.53,40.48,52.67,26.87,45.7,61.5,54.42,48.91,43.74
ENSMUSG00000097023_Mir9-3hg,21.64,15.29,19.32,24.330000000000002,34.2,36.43,7.05,12.11,41.9,15.729999999999999,8.41,38.05,38.91,25.650000000000002,29.38,21.110000000000003,21.19,33.02,39.51,22.16,26.71,21.54,38.660000000000004
ENSMUSG00000097025_Gm26558,0.35,2.64,2.3299999999999996,0.72,5.52,0,2.18,0.9500000000000001,0,0.75,2.36,2.64,2.14,2.25,8.219999999999999,5.63,3.3899999999999997,5.24,11.33,4.41,4.96,1.3,7.49
ENSMUSG00000097026_Gm26786,0.36,1.87,1.58,2.63,2.48,0,0.09,0.1,0.56,0.8400000000000001,0.32999999999999996,1.3900000000000001,0.9,0.56,0.9,0.25,1.6300000000000001,0.98,2.4499999999999997,1.02,0.52,0.7799999999999999,2.72
ENSMUSG00000097033_Gm26819,11.2,10.59,9.239999999999998,10.16,8.6,10.7,10.81,7.96,6.859999999999999,8.94,10.03,11.29,11.739999999999998,8.58,7.59,13.57,10.62,10.219999999999999,8.239999999999998,9.93,9.89,9.92,10.3
ENSMUSG00000097039_Pvt1,3.48,0.96,11.31,0.92,3.65,5.359999999999999,0,3.56,0.15000000000000002,0,0.6799999999999999,8.12,6.71,8.96,5.99,2.05,3.94,4.23,5.95,12.81,10.54,2.54,4.03
ENSMUSG00000097040_2610316D01Rik,19.79,22.38,21.32,15.8,10.350000000000001,17.610000000000003,14.7,14.209999999999999,17.82,14.02,13.239999999999998,20.3,17.49,9,7.75,30.7,17.2,13.76,6.23,10.17,12.01,9.77,10.78
ENSMUSG00000097048_1600020E01Rik,24.37,9.44,17.97,40.47,27.6,46.92,16.779999999999998,33.75,34,17.21,32.48,21.97,26.74,31.68,11.41,25.979999999999997,18.05,45.24,24,31.08,21.77,32.54,19.03
ENSMUSG00000097055_Gm4419,5.35,1.92,4.33,2.52,4.7700000000000005,2.66,5.7,0.26,0.15000000000000002,2.24,0.5,3.3299999999999996,1.46,5,3.44,7.6,5.51,3.55,6.41,5.94,3.4699999999999998,2.54,6.51
ENSMUSG00000097057_Gm17638,0.26,0.1,0.17,0,0.32,0,0.13,0.14,0.11,1.11,1.45,0.12000000000000001,0.29000000000000004,0.04,0.09,0.05,0.26,0.04,0.28,0.6799999999999999,0.36,0.32,0.05
ENSMUSG00000097059_Fam120aos,10.62,7.6899999999999995,11.629999999999999,8.88,14.81,11.38,5.159999999999999,11.52,8.43,10.05,7.05,10.739999999999998,10.350000000000001,14.1,9.139999999999999,12.65,16.38,15.62,12.16,11.98,16.02,14.629999999999999,7.04
ENSMUSG00000097060_Gm26759,2.14,0.4,1.42,3.2800000000000002,4.68,8.07,1.35,0.39,4.63,1.4,1.46,0.98,1.32,2.18,4.1899999999999995,0.37,1.8,8.27,1.11,4,2.19,2.1,3.36
ENSMUSG00000097061_9330151L19Rik,23.91,13.62,5.37,16.14,12.88,6.76,15.360000000000001,5.1499999999999995,8.27,6.119999999999999,11.47,11.79,9.850000000000001,14.43,4.109999999999999,18.3,7.92,5.23,6.430000000000001,13.709999999999999,13.67,9.17,25.12
ENSMUSG00000097062_Gm17586,3.59,12.55,6.14,1.6600000000000001,17.979999999999997,4.609999999999999,4.88,8.51,10.28,12.99,18.68,14.719999999999999,3.98,18.630000000000003,17.5,8.55,4.96,12.729999999999999,3.88,15.61,6.1499999999999995,13.79,16.47
ENSMUSG00000097077_Gm16712,2.13,0,0,0.38,0,5.1,0,0.33999999999999997,0.65,0.69,0.43000000000000005,0,0.49,0.65,0,0,0.27,1.06,0,1.1800000000000002,0,0,0
ENSMUSG00000097079_Gm26604,0.24000000000000002,0,0,1.11,0,0,0,0,0,0.8,0,0,0.6599999999999999,1.8900000000000001,0.64,0.1,0.09,0.31,0,0.73,1.33,0.46,0
ENSMUSG00000097080_1700086O06Rik,8.53,9.729999999999999,12.27,8.44,5.31,2.63,16.37,10.31,8.98,3.94,22.330000000000002,7.74,10.34,4.44,10.88,13.26,9.82,6.470000000000001,10.92,10.8,13.15,12.89,10.2
ENSMUSG00000097083_D930019O06Rik,4,5.54,3.4099999999999997,6.94,2.77,0.8300000000000001,1.12,1.59,6.24,5.74,1.6600000000000001,4.8,4.73,1.91,2.88,8.16,3.7,2.4,3.46,3.19,3.77,3.4899999999999998,4.88
ENSMUSG00000097099_Gm9917,5.470000000000001,12.709999999999999,5.38,4.84,7.58,8.38,7.49,9.239999999999998,13.52,7.609999999999999,5.14,9.370000000000001,13.01,8.17,7.91,16,14.94,11.739999999999998,8.219999999999999,6.119999999999999,10.31,7.859999999999999,12.26
ENSMUSG00000097102_2310069G16Rik,2.18,8.51,3.22,6.67,3.92,0,12.639999999999999,3.27,6.619999999999999,0,6.1,1.9,7.17,21.4,10.91,1.84,10.76,0,4,13.07,10,5.63,12.98
ENSMUSG00000097109_Gm26580,5.56,14.41,5.02,5.470000000000001,3.48,2.14,4.430000000000001,8.82,1.81,5.1499999999999995,8.12,5.54,2.36,6.25,8,2,2.79,11.02,3.03,4.18,8.61,4.71,4.73
